Visit_ID,Historical Date,Modern Date,Inn,Inn_ID,Visitor,Guest_ID,Filename,Names,Hits
106,7 Augufti 1780,1780-01-07,RAABEN,5,LEUEN- 42 Landl,106,0018.txt,UNABLE TO PARSE,
107,7 Augufti 1780,1780-01-07,RAABEN,5,3 Handw,107,0018.txt,,
108,7 Augufti 1780,1780-01-07,RAABEN,5,ROESSLI 47 Landl- SCHWANEN- 7 Landl.,108,0018.txt,UNABLE TO PARSE,
109,8 Augusti 1780,1780-08-08,SCHWERDT,1,Hr. Blumer von Glarus. Carlis de Modena. Hettlinger von Winterthur. Sulzer von Bafel. Deixner von Strasbourg. Mr. Hall,109,0020.txt,"Hr. Blumer von Glarus, Carlis de Modena, Hettlinger von Winterthur, Sulzer von Bafel, Deixner von Strasbourg, Mr. Hall",". Blumer  (https://de.wikipedia.org/wiki/Blumerode https://de.wikipedia.org/wiki/Blumer_(Familie) https://de.wikipedia.org/wiki/Blumergraben https://de.wikipedia.org/wiki/Blume_(Remscheid) https://de.wikipedia.org/wiki/Blumeray https://de.wikipedia.org/wiki/Blumer_Beck https://de.wikipedia.org/wiki/Blumer https://de.wikipedia.org/wiki/Blumerberg https://de.wikipedia.org/wiki/Blumer-Marcus https://de.wikipedia.org/wiki/Blumers), Hettlinger  (https://de.wikipedia.org/wiki/Hettlinger https://de.wikipedia.org/wiki/Hettlingen_ZH https://de.wikipedia.org/wiki/Hettlingen_(Wertingen) https://de.wikipedia.org/wiki/Hettinger_County https://de.wikipedia.org/wiki/Hetlinger_Schanze https://de.wikipedia.org/wiki/Hettlingen https://de.wikipedia.org/wiki/Hettinger https://de.wikipedia.org/wiki/Heitlinger https://de.wikipedia.org/wiki/Das_H%C3%BCttlinger), Sulzer  (https://de.wikipedia.org/wiki/Sulzer https://de.wikipedia.org/wiki/Sulzer_AG https://de.wikipedia.org/wiki/Sulzer_Hof_(Bad_Kreuznach) https://de.wikipedia.org/wiki/Sulzer-Hochhaus https://de.wikipedia.org/wiki/Sulzer-Areal https://de.wikipedia.org/wiki/Sulzer_Siedlung https://de.wikipedia.org/wiki/Sulzer_(Patriziergeschlecht) https://de.wikipedia.org/wiki/Sulzer_(Traktor) https://de.wikipedia.org/wiki/Sulzer_Tunnel https://de.wikipedia.org/wiki/Sulzer_Vorsorgeeinrichtung), Deixner  (https://de.wikipedia.org/wiki/Deixler https://de.wikipedia.org/wiki/Deinert https://de.wikipedia.org/wiki/Deigner), Mr. Hall (https://de.wikipedia.org/wiki/Mr._Holland%E2%80%99s_Opus https://de.wikipedia.org/wiki/Mr._Rallycross https://de.wikipedia.org/wiki/Mhallami https://de.wikipedia.org/wiki/Mrhal https://de.wikipedia.org/wiki/Mahalla_(Stadtviertel) https://de.wikipedia.org/wiki/Mahalle_(Film) https://de.wikipedia.org/wiki/Mar_Hall_Hotel https://de.wikipedia.org/wiki/Mahallat_(Verwaltungsbezirk) https://de.wikipedia.org/wiki/MUR-Halle https://de.wikipedia.org/wiki/Mahallat), . Hall (https://de.wikipedia.org/wiki/Halle_(Saale) https://de.wikipedia.org/wiki/Hallstatt https://de.wikipedia.org/wiki/Hallescher_FC https://de.wikipedia.org/wiki/Halloween_%E2%80%93_Die_Nacht_des_Grauens https://de.wikipedia.org/wiki/Hallig https://de.wikipedia.org/wiki/Hallein https://de.wikipedia.org/wiki/Hall_in_Tirol https://de.wikipedia.org/wiki/Halle_(Westf.) https://de.wikipedia.org/wiki/Halle-Neustadt https://de.wikipedia.org/wiki/Hallertau)"
110,8 Augusti 1780,1780-08-08,SCHWERDT,1,Mr Jacob. Mr Brand Chev. Anglois. Buffe de Chalons. Esmenjeaud de Moulins. Mr. le Maire de Metz. Hr Freyhofer von Kirchberg. Reinhard von Wangen. Gerichtsherr Brutel von Schaffisheim,110,0020.txt,"Mr Jacob. Mr Brand Chevon Anglois, Buffe de Chalons, Esmenjeaud de Moulins, Mr. le Maire de Metz, Hr Freyhofer von Kirchberg, Reinhard von Wangen, Gerichtsherr Brutel von Schaffisheim"," eyhofer  (https://de.wikipedia.org/wiki/Echo_(Fernsehserie) https://de.wikipedia.org/wiki/Edhofer https://de.wikipedia.org/wiki/Ethofer), Reinhard  (https://de.wikipedia.org/wiki/Reinhard https://de.wikipedia.org/wiki/Reinhard_Mey https://de.wikipedia.org/wiki/Reinhard_Heydrich https://de.wikipedia.org/wiki/Reinhard_Marx https://de.wikipedia.org/wiki/Reinhardshagen https://de.wikipedia.org/wiki/Reinhard_Gehlen https://de.wikipedia.org/wiki/Reinhardsbrunn https://de.wikipedia.org/wiki/Reinhardswald https://de.wikipedia.org/wiki/Reinhard_Mohn https://de.wikipedia.org/wiki/Reinhard_Tausch)"
111,8 Augusti 1780,1780-08-08,SCHWERDT,1,Spengler,111,0020.txt,Spengler,Spengler (https://de.wikipedia.org/wiki/Spengler https://de.wikipedia.org/wiki/Spengler_Cup https://de.wikipedia.org/wiki/Spengler_Cup_2023 https://de.wikipedia.org/wiki/Spengler_Cup_2019 https://de.wikipedia.org/wiki/Spengler_Cup_2017 https://de.wikipedia.org/wiki/Spengler_Cup_2022 https://de.wikipedia.org/wiki/Spengler_Cup_2012 https://de.wikipedia.org/wiki/Spengler_Cup_2015 https://de.wikipedia.org/wiki/Spengler_Cup_2016 https://de.wikipedia.org/wiki/Spengler_Cup_2018)
112,8 Augusti 1780,1780-08-08,SCHWERDT,1,Mr. Hardmann von Lenzburg. le Grand de Belford. 2 Landl-,112,0020.txt,UNABLE TO PARSE,
113,8 Augusti 1780,1780-08-08,STORCHEN,2,Mr. Barade d'Auvergne. 4 Landl. 3 Handw.,113,0020.txt,Mr. Barade d'Auvergne,
114,8 Augusti 1780,1780-08-08,ADLER,3,Hr. Saxer von Arau. Jgfr. Schweizerin von St. Gallen. François Monde de Nancy f. 2.,114,0020.txt,"Hr. Saxer von Arau, Jgfr. Schweizerin von St, Gallen. François Monde de Nancy",. Saxer  (https://de.wikipedia.org/wiki/Saxerl%C3%BCcke https://de.wikipedia.org/wiki/Saxerol https://de.wikipedia.org/wiki/Saxer-Haus https://de.wikipedia.org/wiki/Saxer https://de.wikipedia.org/wiki/Sauerstoff https://de.wikipedia.org/wiki/Saxen https://de.wikipedia.org/wiki/Sauerland https://de.wikipedia.org/wiki/Sauerteig https://de.wikipedia.org/wiki/Salerno https://de.wikipedia.org/wiki/Saterland)
115,8 Augusti 1780,1780-08-08,HIRSCHEN,4,Mr. Fornaro von Langenfee. 12 Landl. 1 Handw. 1 Schwab.,115,0020.txt,Mr. Fornaro von Langenfee,. Fornaro  (https://de.wikipedia.org/wiki/Fornaro https://de.wikipedia.org/wiki/Fornaroli https://de.wikipedia.org/wiki/FortaRock_Festival https://de.wikipedia.org/wiki/Forza_Rossa_Racing https://de.wikipedia.org/wiki/Forna%C3%A7on https://de.wikipedia.org/wiki/Fornarina https://de.wikipedia.org/wiki/Fornarelli https://de.wikipedia.org/wiki/Fornara https://de.wikipedia.org/wiki/Fornarini https://de.wikipedia.org/wiki/Fornaris)
116,8 Augusti 1780,1780-08-08,RAABEN,5,Hr. Bodmer von Wülflingen. Jacob Hunkeler von Altishofen f. 3. 2 Landl. 3 Bilger. LEUEN- 1 Holländ. Soldat. 35 Landl. 2 Handw.,116,0020.txt,UNABLE TO PARSE,
117,8 Augusti 1780,1780-08-08,ROESSLI,7,Ein Frankfurter und Arauer Fuhrmann f. 4. 7 Landl. 1 Handw. SCHWANEN- 7 Landl.,117,0020.txt,UNABLE TO PARSE,
118,9 Auguſti 1780,1780-01-09,SCHWERDT,1,Hr. Blumer von Glarus. Carlis de Modena. Deiſner von Strasbourg. Sulzer von Baſel. Mr. Hall,118,0022.txt,"Hr. Blumer von Glarus, Carlis de Modena, Deiſner von Strasbourg, Sulzer von Baſel, Mr. Hall",". Blumer  (https://de.wikipedia.org/wiki/Blumerode https://de.wikipedia.org/wiki/Blumer_(Familie) https://de.wikipedia.org/wiki/Blumergraben https://de.wikipedia.org/wiki/Blume_(Remscheid) https://de.wikipedia.org/wiki/Blumeray https://de.wikipedia.org/wiki/Blumer_Beck https://de.wikipedia.org/wiki/Blumer https://de.wikipedia.org/wiki/Blumerberg https://de.wikipedia.org/wiki/Blumer-Marcus https://de.wikipedia.org/wiki/Blumers), Deiſner  (https://de.wikipedia.org/wiki/Deister https://de.wikipedia.org/wiki/Deisterbahn https://de.wikipedia.org/wiki/Deisterpforte https://de.wikipedia.org/wiki/Deister-_und_Weserzeitung https://de.wikipedia.org/wiki/Deister-S%C3%BCntel-Tal https://de.wikipedia.org/wiki/Deisterfreunde https://de.wikipedia.org/wiki/Deister-Freilicht-B%C3%BChne https://de.wikipedia.org/wiki/Deisterwald https://de.wikipedia.org/wiki/Deister_(Pferd) https://de.wikipedia.org/wiki/Deister-Leine-Zeitung), Sulzer  (https://de.wikipedia.org/wiki/Sulzer https://de.wikipedia.org/wiki/Sulzer_AG https://de.wikipedia.org/wiki/Sulzer_Hof_(Bad_Kreuznach) https://de.wikipedia.org/wiki/Sulzer-Hochhaus https://de.wikipedia.org/wiki/Sulzer-Areal https://de.wikipedia.org/wiki/Sulzer_Siedlung https://de.wikipedia.org/wiki/Sulzer_(Patriziergeschlecht) https://de.wikipedia.org/wiki/Sulzer_(Traktor) https://de.wikipedia.org/wiki/Sulzer_Tunnel https://de.wikipedia.org/wiki/Sulzer_Vorsorgeeinrichtung), Mr. Hall (https://de.wikipedia.org/wiki/Mr._Holland%E2%80%99s_Opus https://de.wikipedia.org/wiki/Mr._Rallycross https://de.wikipedia.org/wiki/Mhallami https://de.wikipedia.org/wiki/Mrhal https://de.wikipedia.org/wiki/Mahalla_(Stadtviertel) https://de.wikipedia.org/wiki/Mahalle_(Film) https://de.wikipedia.org/wiki/Mar_Hall_Hotel https://de.wikipedia.org/wiki/Mahallat_(Verwaltungsbezirk) https://de.wikipedia.org/wiki/MUR-Halle https://de.wikipedia.org/wiki/Mahallat), . Hall (https://de.wikipedia.org/wiki/Halle_(Saale) https://de.wikipedia.org/wiki/Hallstatt https://de.wikipedia.org/wiki/Hallescher_FC https://de.wikipedia.org/wiki/Halloween_%E2%80%93_Die_Nacht_des_Grauens https://de.wikipedia.org/wiki/Hallig https://de.wikipedia.org/wiki/Hallein https://de.wikipedia.org/wiki/Hall_in_Tirol https://de.wikipedia.org/wiki/Halle_(Westf.) https://de.wikipedia.org/wiki/Halle-Neustadt https://de.wikipedia.org/wiki/Hallertau)"
119,9 Auguſti 1780,1780-01-09,SCHWERDT,1,Mr Jacob. Mr Brand Chev. Anglois. le Maire de Metz. f. 2. Gerichtsherr Brutel von Schaffiſheim,119,0022.txt,"Mr Jacob. Mr Brand Chevon Anglois, le Maire de Metz, Gerichtsherr Brutel von Schaffiſheim",
120,9 Auguſti 1780,1780-01-09,SCHWERDT,1,Spengler,120,0022.txt,Spengler,Spengler (https://de.wikipedia.org/wiki/Spengler https://de.wikipedia.org/wiki/Spengler_Cup https://de.wikipedia.org/wiki/Spengler_Cup_2023 https://de.wikipedia.org/wiki/Spengler_Cup_2019 https://de.wikipedia.org/wiki/Spengler_Cup_2017 https://de.wikipedia.org/wiki/Spengler_Cup_2022 https://de.wikipedia.org/wiki/Spengler_Cup_2012 https://de.wikipedia.org/wiki/Spengler_Cup_2015 https://de.wikipedia.org/wiki/Spengler_Cup_2016 https://de.wikipedia.org/wiki/Spengler_Cup_2018)
121,9 Auguſti 1780,1780-01-09,SCHWERDT,1,Mr. Hardtmann von Lenzburg. le Grand de Belford. Pir Schuh von Saarbrücken,121,0022.txt,"Mr. Hardtmann von Lenzburg, le Grand de Belford, Pir Schuh von Saarbrücken",". Hardtmann  (https://de.wikipedia.org/wiki/Hartmann_von_Aue https://de.wikipedia.org/wiki/Hartmannshof https://de.wikipedia.org/wiki/Hartmannsdorf_(bei_Chemnitz) https://de.wikipedia.org/wiki/Hartmann_Gruppe https://de.wikipedia.org/wiki/Hartmannsdorf_bei_Kirchberg https://de.wikipedia.org/wiki/Hartmann_Lauterbacher https://de.wikipedia.org/wiki/Hartmannshain https://de.wikipedia.org/wiki/Hartmann_II._von_Gr%C3%BCningen https://de.wikipedia.org/wiki/Hartmannswillerkopf https://de.wikipedia.org/wiki/Hartmann_III._von_Gr%C3%BCningen), Pir Schuh  (https://de.wikipedia.org/wiki/Pitschuhino)"
122,9 Auguſti 1780,1780-01-09,SCHWERDT,1,Albrecht von Genf. Rebattu de Dyon,122,0022.txt,Albrecht von Genf. Rebattu de Dyon,Albrecht  (https://de.wikipedia.org/wiki/Albrecht https://de.wikipedia.org/wiki/Albrecht_D%C3%BCrer https://de.wikipedia.org/wiki/Albrecht_Alt https://de.wikipedia.org/wiki/Albrecht_I._(Brandenburg) https://de.wikipedia.org/wiki/Albrecht_von_Haller https://de.wikipedia.org/wiki/Albrecht_Daniel_Thaer https://de.wikipedia.org/wiki/Albrecht_M%C3%BCller_(Publizist) https://de.wikipedia.org/wiki/Albrecht_Graf_von_Bernstorff https://de.wikipedia.org/wiki/Albrecht_von_Bayern_(1905%E2%80%931996) https://de.wikipedia.org/wiki/Albrechtsburg)
123,9 Auguſti 1780,1780-01-09,SCHWERDT,1,Tanner von Herisau. Schweizer von Lichtenſteig. et Mad. Maurice von Strasbourg. Uhlmann von Feurthalen. 26 Landleuth-,123,0022.txt,UNABLE TO PARSE,
124,9 Auguſti 1780,1780-01-09,STORCHEN,2,"Mr. Barade d'Auvergne. 4 Handw,",124,0022.txt,Mr. Barade d'Auvergne,
125,9 Auguſti 1780,1780-01-09,ADLER,3,Hr. Saxer von Arau. Jgfr. Schweizerin von St. Gallen. François Monde de Nancy f. 3,125,0022.txt,"Hr. Saxer von Arau, Jgfr. Schweizerin von St, Gallen. François Monde de Nancy",. Saxer  (https://de.wikipedia.org/wiki/Saxerl%C3%BCcke https://de.wikipedia.org/wiki/Saxerol https://de.wikipedia.org/wiki/Saxer-Haus https://de.wikipedia.org/wiki/Saxer https://de.wikipedia.org/wiki/Sauerstoff https://de.wikipedia.org/wiki/Saxen https://de.wikipedia.org/wiki/Sauerland https://de.wikipedia.org/wiki/Sauerteig https://de.wikipedia.org/wiki/Salerno https://de.wikipedia.org/wiki/Saterland)
126,9 Auguſti 1780,1780-01-09,ADLER,3,"1 Handw,",126,0022.txt,,
127,9 Auguſti 1780,1780-01-09,HIRSCHEN,4,11 Landl,127,0022.txt,,
128,9 Auguſti 1780,1780-01-09,HIRSCHEN,4,1 Schwäbin.,128,0022.txt,,
129,9 Auguſti 1780,1780-01-09,RAABEN,5,Sr. Alfari di Domod'oſſ la f. 2,129,0022.txt,Sr. Alfari di Domod'oſſ la,
130,9 Auguſti 1780,1780-01-09,RAABEN,5,Calandre f. 2. di Belgrate,130,0022.txt,Calandre. di Belgrate,
131,9 Auguſti 1780,1780-01-09,RAABEN,5,le Pourri de Arond. LEUEN- Hr Martin aus Böhmen,131,0022.txt,UNABLE TO PARSE,
132,9 Auguſti 1780,1780-01-09,RAABEN,5,8 Landl. 1 Handw. ROESSLI Jacob Zehner von Hundweil,132,0022.txt,UNABLE TO PARSE,
133,9 Auguſti 1780,1780-01-09,RAABEN,5,Ein Frankfurter Fuhrmann f. 4. SCHWANEN- 10 Landl.,133,0022.txt,UNABLE TO PARSE,
134,10 Augusti 1780,1780-08-10,SCHWERDT,1,Hr. Blumer von Glarus. Carlis de Modena. le Grand de Belford. le Maire de Metz. f. 2. Hettlinger von Winterthur. Sulzer von Basel. Deixner von Strasbourg,134,0024.txt,"Hr. Blumer von Glarus, Carlis de Modena, le Grand de Belford, le Maire de Metz, Hettlinger von Winterthur, Sulzer von Basel, Deixner von Strasbourg",". Blumer  (https://de.wikipedia.org/wiki/Blumerode https://de.wikipedia.org/wiki/Blumer_(Familie) https://de.wikipedia.org/wiki/Blumergraben https://de.wikipedia.org/wiki/Blume_(Remscheid) https://de.wikipedia.org/wiki/Blumeray https://de.wikipedia.org/wiki/Blumer_Beck https://de.wikipedia.org/wiki/Blumer https://de.wikipedia.org/wiki/Blumerberg https://de.wikipedia.org/wiki/Blumer-Marcus https://de.wikipedia.org/wiki/Blumers), Hettlinger  (https://de.wikipedia.org/wiki/Hettlinger https://de.wikipedia.org/wiki/Hettlingen_ZH https://de.wikipedia.org/wiki/Hettlingen_(Wertingen) https://de.wikipedia.org/wiki/Hettinger_County https://de.wikipedia.org/wiki/Hetlinger_Schanze https://de.wikipedia.org/wiki/Hettlingen https://de.wikipedia.org/wiki/Hettinger https://de.wikipedia.org/wiki/Heitlinger https://de.wikipedia.org/wiki/Das_H%C3%BCttlinger), Sulzer  (https://de.wikipedia.org/wiki/Sulzer https://de.wikipedia.org/wiki/Sulzer_AG https://de.wikipedia.org/wiki/Sulzer_Hof_(Bad_Kreuznach) https://de.wikipedia.org/wiki/Sulzer-Hochhaus https://de.wikipedia.org/wiki/Sulzer-Areal https://de.wikipedia.org/wiki/Sulzer_Siedlung https://de.wikipedia.org/wiki/Sulzer_(Patriziergeschlecht) https://de.wikipedia.org/wiki/Sulzer_(Traktor) https://de.wikipedia.org/wiki/Sulzer_Tunnel https://de.wikipedia.org/wiki/Sulzer_Vorsorgeeinrichtung), Deixner  (https://de.wikipedia.org/wiki/Deixler https://de.wikipedia.org/wiki/Deinert https://de.wikipedia.org/wiki/Deigner)"
135,10 Augusti 1780,1780-08-10,SCHWERDT,1,Mr,135,0024.txt,Mr,Mr (https://de.wikipedia.org/wiki/Mr https://de.wikipedia.org/wiki/Mr._Bean_(Comedysendung) https://de.wikipedia.org/wiki/MrBeast https://de.wikipedia.org/wiki/Mr._Robot_(Fernsehserie) https://de.wikipedia.org/wiki/Mr%C4%85gowo https://de.wikipedia.org/wiki/Mr._Olympia https://de.wikipedia.org/wiki/Mr._Mercedes_(Roman) https://de.wikipedia.org/wiki/MRNA https://de.wikipedia.org/wiki/Mr._Bean_macht_Ferien https://de.wikipedia.org/wiki/Mr._Monk%E2%80%99s_Last_Case:_A_Monk_Movie)
136,10 Augusti 1780,1780-08-10,SCHWERDT,1,Hall,136,0024.txt,Hall,Hall (https://de.wikipedia.org/wiki/Hall https://de.wikipedia.org/wiki/Halle_(Saale) https://de.wikipedia.org/wiki/Hallstatt https://de.wikipedia.org/wiki/Hallescher_FC https://de.wikipedia.org/wiki/Halloween_%E2%80%93_Die_Nacht_des_Grauens https://de.wikipedia.org/wiki/Hallig https://de.wikipedia.org/wiki/Hallein https://de.wikipedia.org/wiki/Hall_in_Tirol https://de.wikipedia.org/wiki/Halle_(Westf.) https://de.wikipedia.org/wiki/Halle-Neustadt)
137,10 Augusti 1780,1780-08-10,SCHWERDT,1,Mr Jacob,137,0024.txt,Mr Jacob,"Mr Jacob (https://de.wikipedia.org/wiki/M._A._Jacobsens_Kulturpreis),  Jacob (https://de.wikipedia.org/wiki/Jacob https://de.wikipedia.org/wiki/Jacobische_Thetafunktion https://de.wikipedia.org/wiki/Jacob_Grimm https://de.wikipedia.org/wiki/Jacob_Zuma https://de.wikipedia.org/wiki/Jacobische_elliptische_Funktionen https://de.wikipedia.org/wiki/Jacob_Matschenz https://de.wikipedia.org/wiki/Jacob_Christian_Sch%C3%A4ffer https://de.wikipedia.org/wiki/Jacob_Sisters https://de.wikipedia.org/wiki/Jacob_Collier https://de.wikipedia.org/wiki/Jacobson-Organ)"
138,10 Augusti 1780,1780-08-10,SCHWERDT,1,Mr Brand Chev. Anglois. de Vermenoux de Paris. Albrecht von Genf. Tanner von Herisau. Uhlmann von Feurthalen. Peratty de Turin. Mr. Bono di Belgirate. Mazzachelli di Gallazetti,138,0024.txt,"Mr Brand Chevon Anglois, de Vermenoux de Paris, Albrecht von Genf, Tanner von Herisau, Uhlmann von Feurthalen, Peratty de Turin, Mr. Bono di Belgirate, Mazzachelli di Gallazetti"," Brand Che (https://de.wikipedia.org/wiki/Brandscheid_(Eifel) https://de.wikipedia.org/wiki/Brandscheid_(Westerwald) https://de.wikipedia.org/wiki/Branchenstrukturanalyse https://de.wikipedia.org/wiki/Brand_in_Thessaloniki_1917 https://de.wikipedia.org/wiki/Brand_Scheffel https://de.wikipedia.org/wiki/Branchenmix https://de.wikipedia.org/wiki/Branchewinda https://de.wikipedia.org/wiki/Brandscheidt https://de.wikipedia.org/wiki/Branchensoftware https://de.wikipedia.org/wiki/Brandscheid), Albrecht  (https://de.wikipedia.org/wiki/Albrecht https://de.wikipedia.org/wiki/Albrecht_D%C3%BCrer https://de.wikipedia.org/wiki/Albrecht_Alt https://de.wikipedia.org/wiki/Albrecht_I._(Brandenburg) https://de.wikipedia.org/wiki/Albrecht_von_Haller https://de.wikipedia.org/wiki/Albrecht_Daniel_Thaer https://de.wikipedia.org/wiki/Albrecht_M%C3%BCller_(Publizist) https://de.wikipedia.org/wiki/Albrecht_Graf_von_Bernstorff https://de.wikipedia.org/wiki/Albrecht_von_Bayern_(1905%E2%80%931996) https://de.wikipedia.org/wiki/Albrechtsburg), Tanner  (https://de.wikipedia.org/wiki/Tanner https://de.wikipedia.org/wiki/Tanner_Hall https://de.wikipedia.org/wiki/Tanner_(Familienname) https://de.wikipedia.org/wiki/Tannermoor https://de.wikipedia.org/wiki/Tanner_Houck https://de.wikipedia.org/wiki/Tanner-Stadien https://de.wikipedia.org/wiki/Tanner_Buchanan https://de.wikipedia.org/wiki/Tanner_Pearson https://de.wikipedia.org/wiki/Tanner_Glass https://de.wikipedia.org/wiki/Tanner_Cohen), Uhlmann  (https://de.wikipedia.org/wiki/Uhlmann https://de.wikipedia.org/wiki/Uhlmannsdorf https://de.wikipedia.org/wiki/Uhlmann_Pac-Systeme https://de.wikipedia.org/wiki/Uhlmann-Bixterheide https://de.wikipedia.org/wiki/Uhsmannsdorf https://de.wikipedia.org/wiki/Ullmanns_Enzyklop%C3%A4die_der_Technischen_Chemie https://de.wikipedia.org/wiki/Ullmann_(Familienname) https://de.wikipedia.org/wiki/Ullmannit https://de.wikipedia.org/wiki/Uhlman https://de.wikipedia.org/wiki/Ullmann-Reaktion)"
139,10 Augusti 1780,1780-08-10,SCHWERDT,1,di Lechi di Milan. Pater Ignatzi,139,0024.txt,di Lechi di Milan. Pater Ignatzi,
140,10 Augusti 1780,1780-08-10,SCHWERDT,1,von Mindelheim.,140,0024.txt,von Mindelheim,
141,10 Augusti 1780,1780-08-10,STORCHEN,2,Hr,141,0024.txt,Hr,Hr (https://de.wikipedia.org/wiki/Hr https://de.wikipedia.org/wiki/Hradec_Kr%C3%A1lov%C3%A9 https://de.wikipedia.org/wiki/HR_Giger https://de.wikipedia.org/wiki/Hrywnja https://de.wikipedia.org/wiki/Hrvatsko_vije%C4%87e_obrane https://de.wikipedia.org/wiki/HRS_Group https://de.wikipedia.org/wiki/Hrvatske_%C5%BEeljeznice https://de.wikipedia.org/wiki/HRT_F1_Team https://de.wikipedia.org/wiki/Hrabanus_Maurus https://de.wikipedia.org/wiki/Hrant_Dink)
142,10 Augusti 1780,1780-08-10,STORCHEN,2,Pfau und dessen Frau von Schaffhausen,142,0024.txt,UNABLE TO PARSE,
143,10 Augusti 1780,1780-08-10,STORCHEN,2,Mr. Barade d'Auvergne. 2 Landl. 1 Thurgäuer,143,0024.txt,Mr. Barade d'Auvergne,
144,10 Augusti 1780,1780-08-10,STORCHEN,2,4 Schwab. 1 Handw.,144,0024.txt,,
145,10 Augusti 1780,1780-08-10,ADLER,3,"Hr. Saxer von Arau. Francois Monde de Nancy f. 3. Jaques Chanal de Besançon. Jgfr. Schweizerin von St. Gallen. Frau Posterin von Schaffhausen. 3 Landl,",145,0024.txt,"Hr. Saxer von Arau, Francois Monde de Nancy, Jaques Chanal de Besançon, Jgfr. Schweizerin von St, Gallen. Frau Posterin von Schaffhausen",. Saxer  (https://de.wikipedia.org/wiki/Saxerl%C3%BCcke https://de.wikipedia.org/wiki/Saxerol https://de.wikipedia.org/wiki/Saxer-Haus https://de.wikipedia.org/wiki/Saxer https://de.wikipedia.org/wiki/Sauerstoff https://de.wikipedia.org/wiki/Saxen https://de.wikipedia.org/wiki/Sauerland https://de.wikipedia.org/wiki/Sauerteig https://de.wikipedia.org/wiki/Salerno https://de.wikipedia.org/wiki/Saterland)
146,10 Augusti 1780,1780-08-10,HIRSCHEN,4,Mr. Fornaro von Langensee f. 2,146,0024.txt,Mr. Fornaro von Langensee,. Fornaro  (https://de.wikipedia.org/wiki/Fornaro https://de.wikipedia.org/wiki/Fornaroli https://de.wikipedia.org/wiki/FortaRock_Festival https://de.wikipedia.org/wiki/Forza_Rossa_Racing https://de.wikipedia.org/wiki/Forna%C3%A7on https://de.wikipedia.org/wiki/Fornarina https://de.wikipedia.org/wiki/Fornarelli https://de.wikipedia.org/wiki/Fornara https://de.wikipedia.org/wiki/Fornarini https://de.wikipedia.org/wiki/Fornaris)
147,10 Augusti 1780,1780-08-10,HIRSCHEN,4,1 Landl,147,0024.txt,,
148,10 Augusti 1780,1780-08-10,HIRSCHEN,4,"3 Schwaben. 1 Handw,",148,0024.txt,,
149,10 Augusti 1780,1780-08-10,RAABEN,5,Sr. Alberi di Domod'Offa f. 2. Calandre f. 2. di Belgirate,149,0024.txt,"Sr. Alberi di Domod'Offa, Calandre. di Belgirate",
150,10 Augusti 1780,1780-08-10,RAABEN,5,Helbling,150,0024.txt,Helbling,Helbling (https://de.wikipedia.org/wiki/Helbling https://de.wikipedia.org/wiki/Helblinghaus_(Innsbruck) https://de.wikipedia.org/wiki/Helbling_Verlag https://de.wikipedia.org/wiki/Helbling_Holding https://de.wikipedia.org/wiki/Helmlingen https://de.wikipedia.org/wiki/Helmlinge https://de.wikipedia.org/wiki/Hellingers_Gesetz https://de.wikipedia.org/wiki/Helling https://de.wikipedia.org/wiki/Helbing_K%C3%BCmmel https://de.wikipedia.org/wiki/Herblingertal)
151,10 Augusti 1780,1780-08-10,RAABEN,5,Portrait-Mahler v.Wien. Weber von Glarus. Kauffmann u. Frau v Wintert. Herold von Lörach. Jean Jaques Rose de Besançon. le Pouri di Arone,151,0024.txt,"Portrait-Mahler von Wien, Weber von Glarus, Kauffmann u, Frau v Wintert, Herold von Lörach, Jean Jaques Rose de Besançon, le Pouri di Arone","Portrait-Mahler  (https://de.wikipedia.org/wiki/Portr%C3%A4tmalerei), Weber  (https://de.wikipedia.org/wiki/Weber https://de.wikipedia.org/wiki/Weberknechte https://de.wikipedia.org/wiki/Weber_State_University https://de.wikipedia.org/wiki/Weberaufstand https://de.wikipedia.org/wiki/Weber_(Familienname) https://de.wikipedia.org/wiki/Weberb%C3%B6cke https://de.wikipedia.org/wiki/Weber_(Grillprodukte) https://de.wikipedia.org/wiki/Weberv%C3%B6gel https://de.wikipedia.org/wiki/Weberschiffchen-B%C3%BCcherei https://de.wikipedia.org/wiki/Weberknoten), Kauffmann u (https://de.wikipedia.org/wiki/Kauffmann-White-Schema https://de.wikipedia.org/wiki/Kauffmann_(Orgelbauerfamilie) https://de.wikipedia.org/wiki/Kaufmann_und_Maid https://de.wikipedia.org/wiki/Kauffmann-Olefinierung https://de.wikipedia.org/wiki/Kauffmann), au v Wintert (https://de.wikipedia.org/wiki/ATV_Winterthur), Herold  (https://de.wikipedia.org/wiki/Herold https://de.wikipedia.org/wiki/Heroldsberg https://de.wikipedia.org/wiki/Heroldstatt https://de.wikipedia.org/wiki/Heroldsbach https://de.wikipedia.org/wiki/Heroldsbild https://de.wikipedia.org/wiki/Herold_(Verein) https://de.wikipedia.org/wiki/Herald_of_Free_Enterprise https://de.wikipedia.org/wiki/Heroldsbacher_Marienerscheinungen https://de.wikipedia.org/wiki/Herold_(Familienname) https://de.wikipedia.org/wiki/Herolde_des_Evangeliums)"
