Visit_ID,Historical Date,Modern Date,Inn,Inn_ID,Raw Line,Visitor,Links,Filename
182,3 Augufti 1780,1780-01-03,ROTHHAUS,4,3 Schwaben.,,,../../ideas/ocr_mit_claude/0012.txt
183,3 Augufti 1780,1780-01-03,HIRSCHEN,5,Hr. Leonhard Fornaro von Langenfee.,Hr. Leonhard Fornaro von Langenfee,,../../ideas/ocr_mit_claude/0012.txt
184,3 Augufti 1780,1780-01-03,HIRSCHEN,5,"Albrecht Neumann von Gloggau, f. 3,",Albrecht Neumann von Gloggau,,../../ideas/ocr_mit_claude/0012.txt
185,3 Augufti 1780,1780-01-03,HIRSCHEN,5,"8 Schwaben,",,,../../ideas/ocr_mit_claude/0012.txt
186,3 Augufti 1780,1780-01-03,RAABEN,6,"Hr. Neuweiler von Frauenfeld f. 2,",Hr. Neuweiler von Frauenfeld,Neuweiler (https://de.wikipedia.org/wiki/Neuweiler https://de.wikipedia.org/wiki/Neuweiler_(Sulzbach/Saar) https://de.wikipedia.org/wiki/Neuweiler_(Schillingsf%C3%BCrst) https://de.wikipedia.org/wiki/Neuweiler_(Weil_im_Sch%C3%B6nbuch) https://de.wikipedia.org/wiki/Neuweiler_(Niederstetten) https://de.wikipedia.org/wiki/Neuweiler_Viehweide https://de.wikipedia.org/wiki/Neuweiler_(Buttenwiesen) https://de.wikipedia.org/wiki/Neuweiler_(Alsdorf) https://de.wikipedia.org/wiki/Neuweiler_(Pl%C3%BCderhausen) https://de.wikipedia.org/wiki/Neuweiler_(Begriffskl%C3%A4rung)),../../ideas/ocr_mit_claude/0012.txt
187,3 Augufti 1780,1780-01-03,RAABEN,6,"Marrocci de Milan,",Marrocci de Milan,Marrocci (https://de.wikipedia.org/wiki/Marrocco https://de.wikipedia.org/wiki/Marracci https://de.wikipedia.org/wiki/Marraccini https://de.wikipedia.org/wiki/Marrucci),../../ideas/ocr_mit_claude/0012.txt
188,3 Augufti 1780,1780-01-03,RAABEN,6,"Legler von Glarus f. 4,",Legler von Glarus,Legler (https://de.wikipedia.org/wiki/Legler https://de.wikipedia.org/wiki/Leglerh%C3%BCtte https://de.wikipedia.org/wiki/Legierung https://de.wikipedia.org/wiki/Leclerc_(Panzer) https://de.wikipedia.org/wiki/Legero https://de.wikipedia.org/wiki/Lenglern https://de.wikipedia.org/wiki/Leclerc_de_Lesseville https://de.wikipedia.org/wiki/Leger_des_Heils https://de.wikipedia.org/wiki/Legierungselement https://de.wikipedia.org/wiki/Legerwall),../../ideas/ocr_mit_claude/0012.txt
189,3 Augufti 1780,1780-01-03,RAABEN,6,2 Leipziger Fuhrleuth. 4 Landl. 30 Pilger.,,,../../ideas/ocr_mit_claude/0012.txt
190,3 Augufti 1780,1780-01-03,LEUEN,7,"Hr. Hartmann von Maron,",Hr. Hartmann von Maron,Hartmann (https://de.wikipedia.org/wiki/Hartmann https://de.wikipedia.org/wiki/Hartmann_von_Aue https://de.wikipedia.org/wiki/Hartmannshof https://de.wikipedia.org/wiki/Hartmannsdorf_(bei_Chemnitz) https://de.wikipedia.org/wiki/Hartmann_Gruppe https://de.wikipedia.org/wiki/Hartmannsdorf_bei_Kirchberg https://de.wikipedia.org/wiki/Hartmann_Lauterbacher https://de.wikipedia.org/wiki/Hartmannshain https://de.wikipedia.org/wiki/Hartmann_II._von_Gr%C3%BCningen https://de.wikipedia.org/wiki/Hartmannswillerkopf),../../ideas/ocr_mit_claude/0012.txt
191,3 Augufti 1780,1780-01-03,LEUEN,7,"Maurer von Schaffhaufen,",Maurer von Schaffhaufen,Maurer (https://de.wikipedia.org/wiki/Maurer https://de.wikipedia.org/wiki/Maurer-Schema https://de.wikipedia.org/wiki/Maurer_(Familienname) https://de.wikipedia.org/wiki/Maurer_SE https://de.wikipedia.org/wiki/Maurer_Motorsport https://de.wikipedia.org/wiki/Maurerkelle https://de.wikipedia.org/wiki/Maurer_Rathauspark https://de.wikipedia.org/wiki/Maurer_Wald https://de.wikipedia.org/wiki/Maurerbach_(Gro%C3%9Fe_M%C3%BChl) https://de.wikipedia.org/wiki/Maurer-Union),../../ideas/ocr_mit_claude/0012.txt
192,3 Augufti 1780,1780-01-03,LEUEN,7,Martin aus Böhmen.,Martin aus Böhmen,Martin (https://de.wikipedia.org/wiki/Martin https://de.wikipedia.org/wiki/Martin_Luther https://de.wikipedia.org/wiki/Martin_Luther_King https://de.wikipedia.org/wiki/Martin_Heidegger https://de.wikipedia.org/wiki/Martina_Hingis https://de.wikipedia.org/wiki/Martin_Schulz https://de.wikipedia.org/wiki/Martina_Navratilova https://de.wikipedia.org/wiki/Martin-Luther-Universit%C3%A4t_Halle-Wittenberg https://de.wikipedia.org/wiki/Martin_Suter https://de.wikipedia.org/wiki/Martin_Walser),../../ideas/ocr_mit_claude/0012.txt
193,3 Augufti 1780,1780-01-03,ROESSL,8,Hr. Bürkly von Brechthal.,Hr. Bürkly von Brechthal,Bürkly (https://de.wikipedia.org/wiki/B%C3%BCrkliplatz https://de.wikipedia.org/wiki/B%C3%BCrkli_(M%C3%B6hlin) https://de.wikipedia.org/wiki/Barkly_Region https://de.wikipedia.org/wiki/Barkly_Tableland https://de.wikipedia.org/wiki/B%C3%BCrkle https://de.wikipedia.org/wiki/Barkly_Highway https://de.wikipedia.org/wiki/B%C3%BCrklin%E2%80%99sches_Mausoleum https://de.wikipedia.org/wiki/Barkly_East https://de.wikipedia.org/wiki/Barkly_River_(Macalister_River) https://de.wikipedia.org/wiki/Barkly_West),../../ideas/ocr_mit_claude/0012.txt
194,3 Augufti 1780,1780-01-03,ROESSL,8,3 Landl.,,,../../ideas/ocr_mit_claude/0012.txt
195,4 Augusti 1780,1780-08-04,SCHWERDT,1,Mr. Carlis de Modena.,Mr. Carlis de Modena,Carlis (https://de.wikipedia.org/wiki/Carlismus https://de.wikipedia.org/wiki/Carlisle https://de.wikipedia.org/wiki/Carlisle_Grounds https://de.wikipedia.org/wiki/Carlisle_(Pennsylvania) https://de.wikipedia.org/wiki/Carlisle_County https://de.wikipedia.org/wiki/Carlisle_(Iowa) https://de.wikipedia.org/wiki/Carlisle_(Ohio) https://de.wikipedia.org/wiki/Carlisle_(Massachusetts) https://de.wikipedia.org/wiki/Carlisle_Castle https://de.wikipedia.org/wiki/Carlisle_Floyd),../../ideas/ocr_mit_claude/0014.txt
196,4 Augusti 1780,1780-08-04,SCHWERDT,1,Berteaud. Mr. Simon de Chalon sur Seaune.,"Berteaud, Mr. Simon de Chalon sur Seaune","Berteaud (https://de.wikipedia.org/wiki/Berteaucourt-l%C3%A8s-Thennes https://de.wikipedia.org/wiki/Berteaucourt-les-Dames https://de.wikipedia.org/wiki/Bertaud https://de.wikipedia.org/wiki/Berteaut https://de.wikipedia.org/wiki/Bertaud_Du_Chazaud https://de.wikipedia.org/wiki/Berteau https://de.wikipedia.org/wiki/Berthaud https://de.wikipedia.org/wiki/Bergeaud https://de.wikipedia.org/wiki/Berteaucourt https://de.wikipedia.org/wiki/Berteaux), Simon (https://de.wikipedia.org/wiki/Simon https://de.wikipedia.org/wiki/Simon_Petrus https://de.wikipedia.org/wiki/Simone_de_Beauvoir https://de.wikipedia.org/wiki/Simone_Biles https://de.wikipedia.org/wiki/Simone_Weil https://de.wikipedia.org/wiki/Sim%C3%B3n_Bol%C3%ADvar https://de.wikipedia.org/wiki/Simon_%26_Garfunkel https://de.wikipedia.org/wiki/Simon_Ammann https://de.wikipedia.org/wiki/Simone_Thomalla https://de.wikipedia.org/wiki/Simon_(Vorname))",../../ideas/ocr_mit_claude/0014.txt
197,4 Augusti 1780,1780-08-04,SCHWERDT,1,Rainaldis Frerres. Mr. Pont de Lyon.,"Rainaldis Frerres, Mr. Pont de Lyon",", Pont de Lyon (https://de.wikipedia.org/wiki/Pont_de_Nyons) Pont (https://de.wikipedia.org/wiki/Pont https://de.wikipedia.org/wiki/Pontiac_Firebird https://de.wikipedia.org/wiki/Pontius_Pilatus https://de.wikipedia.org/wiki/Pontiac_GTO https://de.wikipedia.org/wiki/Pontonbr%C3%BCcke https://de.wikipedia.org/wiki/Pontosgriechen https://de.wikipedia.org/wiki/Pontoise https://de.wikipedia.org/wiki/Pontafelbahn https://de.wikipedia.org/wiki/Ponta_Delgada https://de.wikipedia.org/wiki/Pontiac_Grand_Prix)",../../ideas/ocr_mit_claude/0014.txt
198,4 Augusti 1780,1780-08-04,SCHWERDT,1,Mourgain de Nancy.,Mourgain de Nancy,Mourgain (https://de.wikipedia.org/wiki/Morgaine https://de.wikipedia.org/wiki/Mourain),../../ideas/ocr_mit_claude/0014.txt
199,4 Augusti 1780,1780-08-04,SCHWERDT,1,Balzac. Mr. Magauza. Mr. Bock de Turin.,"Balzac, Mr. Magauza, Mr. Bock de Turin","Balzac (https://de.wikipedia.org/wiki/Balzac https://de.wikipedia.org/wiki/Balzac_und_die_kleine_chinesische_Schneiderin https://de.wikipedia.org/wiki/Balzac_(Band) https://de.wikipedia.org/wiki/Balzac_%E2%80%93_Ein_Leben_voller_Leidenschaft https://de.wikipedia.org/wiki/Balzac_(Charente) https://de.wikipedia.org/wiki/Balzac_(Adelsgeschlecht) https://de.wikipedia.org/wiki/Balzac_(Kurzfilm) https://de.wikipedia.org/wiki/Balzac_Coffee_Company https://de.wikipedia.org/wiki/Balzac_(Alberta) https://de.wikipedia.org/wiki/Balzac-Preis), Magauza (https://de.wikipedia.org/wiki/Malauzat https://de.wikipedia.org/wiki/Maguzawa https://de.wikipedia.org/wiki/Maganza), Bock (https://de.wikipedia.org/wiki/Bock https://de.wikipedia.org/wiki/Bockk%C3%A4fer https://de.wikipedia.org/wiki/Bockhorn_(Friesland) https://de.wikipedia.org/wiki/Bockenem https://de.wikipedia.org/wiki/Bockshornklee https://de.wikipedia.org/wiki/Bockenheim_an_der_Weinstra%C3%9Fe https://de.wikipedia.org/wiki/Bockau https://de.wikipedia.org/wiki/Bockbier https://de.wikipedia.org/wiki/Bockhorn_(Oberbayern) https://de.wikipedia.org/wiki/Bockum)",../../ideas/ocr_mit_claude/0014.txt
200,4 Augusti 1780,1780-08-04,SCHWERDT,1,Hr. Blumer von Glarus.,Hr. Blumer von Glarus,Blumer (https://de.wikipedia.org/wiki/Blumer https://de.wikipedia.org/wiki/Blumerode https://de.wikipedia.org/wiki/Blumer_(Familie) https://de.wikipedia.org/wiki/Blumergraben https://de.wikipedia.org/wiki/Blumeray https://de.wikipedia.org/wiki/Blumer_Beck https://de.wikipedia.org/wiki/Blumerberg https://de.wikipedia.org/wiki/Blumer-Marcus https://de.wikipedia.org/wiki/Blumers https://de.wikipedia.org/wiki/Blumert),../../ideas/ocr_mit_claude/0014.txt
201,4 Augusti 1780,1780-08-04,SCHWERDT,1,Meissner von Görlitz in Sachsen f. 3.,Meissner von Görlitz in Sachsen,Meissner (https://de.wikipedia.org/wiki/Meissner https://de.wikipedia.org/wiki/Meissener_Porzellan https://de.wikipedia.org/wiki/Mei%C3%9Fner_Dom https://de.wikipedia.org/wiki/Mei%C3%9Fner_und_Mei%C3%9Fner_Vorland https://de.wikipedia.org/wiki/Mei%C3%9Fner_(Gemeinde) https://de.wikipedia.org/wiki/Mei%C3%9Fner_(Familienname) https://de.wikipedia.org/wiki/Mei%C3%9Fner_Fummel https://de.wikipedia.org/wiki/Mei%C3%9Fner_Schwein https://de.wikipedia.org/wiki/Mei%C3%9Fner-Ochsenfeld-Effekt https://de.wikipedia.org/wiki/Mei%C3%9Fner_(Adelsgeschlechter)),../../ideas/ocr_mit_claude/0014.txt
202,4 Augusti 1780,1780-08-04,SCHWERDT,1,Hettlinger von Winterthur.,Hettlinger von Winterthur,Hettlinger (https://de.wikipedia.org/wiki/Hettlinger https://de.wikipedia.org/wiki/Hettlingen_ZH https://de.wikipedia.org/wiki/Hettlingen_(Wertingen) https://de.wikipedia.org/wiki/Hettinger_County https://de.wikipedia.org/wiki/Hetlinger_Schanze https://de.wikipedia.org/wiki/Hettlingen https://de.wikipedia.org/wiki/Hettinger https://de.wikipedia.org/wiki/Heitlinger https://de.wikipedia.org/wiki/Das_H%C3%BCttlinger),../../ideas/ocr_mit_claude/0014.txt
203,4 Augusti 1780,1780-08-04,SCHWERDT,1,Hardtmann von Lenzburg.,Hardtmann von Lenzburg,Hardtmann (https://de.wikipedia.org/wiki/Hartmann_von_Aue https://de.wikipedia.org/wiki/Hartmannshof https://de.wikipedia.org/wiki/Hartmannsdorf_(bei_Chemnitz) https://de.wikipedia.org/wiki/Hartmann_Gruppe https://de.wikipedia.org/wiki/Hartmannsdorf_bei_Kirchberg https://de.wikipedia.org/wiki/Hartmann_Lauterbacher https://de.wikipedia.org/wiki/Hartmannshain https://de.wikipedia.org/wiki/Hartmann_II._von_Gr%C3%BCningen https://de.wikipedia.org/wiki/Hartmannswillerkopf https://de.wikipedia.org/wiki/Hartmann_III._von_Gr%C3%BCningen),../../ideas/ocr_mit_claude/0014.txt
204,4 Augusti 1780,1780-08-04,SCHWERDT,1,Bieler von Memmingen.,Bieler von Memmingen,Bieler (https://de.wikipedia.org/wiki/Bieler https://de.wikipedia.org/wiki/Bielersee https://de.wikipedia.org/wiki/Bielerh%C3%B6he https://de.wikipedia.org/wiki/Bieler_Lauftage https://de.wikipedia.org/wiki/Bieler_Tagblatt https://de.wikipedia.org/wiki/Bieler_Moderne https://de.wikipedia.org/wiki/Bielersee-Schifffahrts-Gesellschaft https://de.wikipedia.org/wiki/Bieler_Hallenhandball-Meisterschaften_1948/49 https://de.wikipedia.org/wiki/Bieler_Milchkrieg https://de.wikipedia.org/wiki/Bieler_Hallenhandball-Meisterschaften_1949/50),../../ideas/ocr_mit_claude/0014.txt
205,4 Augusti 1780,1780-08-04,SCHWERDT,1,Gaupp von Schaffhausen.,Gaupp von Schaffhausen,Gaupp (https://de.wikipedia.org/wiki/Gaupp https://de.wikipedia.org/wiki/Gaupp-Berghausen https://de.wikipedia.org/wiki/Gaupenraub_%2B/- https://de.wikipedia.org/wiki/Gruppe_Wagner https://de.wikipedia.org/wiki/Gruppe_der_Sowjetischen_Streitkr%C3%A4fte_in_Deutschland https://de.wikipedia.org/wiki/Gruppe_47 https://de.wikipedia.org/wiki/Gruppendynamik https://de.wikipedia.org/wiki/Gruppentheorie https://de.wikipedia.org/wiki/Gruppenbezogene_Menschenfeindlichkeit https://de.wikipedia.org/wiki/Gruppenoperation),../../ideas/ocr_mit_claude/0014.txt
206,4 Augusti 1780,1780-08-04,SCHWERDT,1,Iselin von Basel.,Iselin von Basel,Iselin (https://de.wikipedia.org/wiki/Iselin https://de.wikipedia.org/wiki/Iselin_Solheim https://de.wikipedia.org/wiki/Iselin_Gundermann https://de.wikipedia.org/wiki/Iselin_Nyb%C3%B8 https://de.wikipedia.org/wiki/Iselin_(New_Jersey) https://de.wikipedia.org/wiki/Iselin_Bank https://de.wikipedia.org/wiki/Iselin_Seamount https://de.wikipedia.org/wiki/Iselin_Trough https://de.wikipedia.org/wiki/Iselin-Boesch https://de.wikipedia.org/wiki/Iselin-Sarasin),../../ideas/ocr_mit_claude/0014.txt
207,4 Augusti 1780,1780-08-04,SCHWERDT,1,Rudolff von Zurzach.,Rudolff von Zurzach,"Rudolff (https://de.wikipedia.org/wiki/Rudolff https://de.wikipedia.org/wiki/Rudolf_Fu%C3%9Fi https://de.wikipedia.org/wiki/Rudolf-Fettweis-Werk https://de.wikipedia.org/wiki/Rudolf_Friedrich_(Politiker,_1923) https://de.wikipedia.org/wiki/Rudolf_Flume_Technik https://de.wikipedia.org/wiki/Rudolf_Frank_(Schriftsteller) https://de.wikipedia.org/wiki/Rudolf_Fischer_(Manager) https://de.wikipedia.org/wiki/Rudolf_Forster https://de.wikipedia.org/wiki/Rudolph_Fittig https://de.wikipedia.org/wiki/Rudolf_Fernau)",../../ideas/ocr_mit_claude/0014.txt
208,4 Augusti 1780,1780-08-04,SCHWERDT,1,Gruber von Stuttgardt.,Gruber von Stuttgardt,Gruber (https://de.wikipedia.org/wiki/Gruber https://de.wikipedia.org/wiki/Gruber_(Familienname) https://de.wikipedia.org/wiki/Gruberhof https://de.wikipedia.org/wiki/Gruber-De-Gasperi-Abkommen https://de.wikipedia.org/wiki/Gruber_%26_Maklar https://de.wikipedia.org/wiki/Gruber_%2B_Kleine-Kraneburg https://de.wikipedia.org/wiki/Gruber_Logistics https://de.wikipedia.org/wiki/Gruberscharten-Biwak https://de.wikipedia.org/wiki/Gruberh%C3%B6rndl https://de.wikipedia.org/wiki/Gruber_geht),../../ideas/ocr_mit_claude/0014.txt
209,4 Augusti 1780,1780-08-04,STORCHEN,2,Mr. Barade d'Auvergne f. 4.,Mr. Barade d'Auvergne,Barade (https://de.wikipedia.org/wiki/Barad%C3%A8res https://de.wikipedia.org/wiki/Baradei https://de.wikipedia.org/wiki/Baradenick https://de.wikipedia.org/wiki/Baradee https://de.wikipedia.org/wiki/Baradel https://de.wikipedia.org/wiki/Bar_(Adelsgeschlecht) https://de.wikipedia.org/wiki/Baraye https://de.wikipedia.org/wiki/Bardejov https://de.wikipedia.org/wiki/Barde https://de.wikipedia.org/wiki/Bardeleben_(Adelsgeschlechter)),../../ideas/ocr_mit_claude/0014.txt
210,4 Augusti 1780,1780-08-04,STORCHEN,2,Ein Burgunder Glashändler f. 2.,,,../../ideas/ocr_mit_claude/0014.txt
211,4 Augusti 1780,1780-08-04,STORCHEN,2,Heinrich Binninger von Maria-Kirch.,UNABLE TO PARSE,,../../ideas/ocr_mit_claude/0014.txt
212,4 Augusti 1780,1780-08-04,STORCHEN,2,2 Handw. 2 Landl.,,,../../ideas/ocr_mit_claude/0014.txt
213,4 Augusti 1780,1780-08-04,ADLER,3,Fr. Foslerin von Schaffhausen.,Fr. Foslerin von Schaffhausen,Foslerin (https://de.wikipedia.org/wiki/Foster-Insel https://de.wikipedia.org/wiki/Fowler-Inseln),../../ideas/ocr_mit_claude/0014.txt
214,4 Augusti 1780,1780-08-04,ADLER,3,Jgfr. Schweizerin von St. Gallen.,Jgfr. Schweizerin von Sankt Gallen,,../../ideas/ocr_mit_claude/0014.txt
215,4 Augusti 1780,1780-08-04,ADLER,3,Francois Monde de Nancy.,Francois Monde de Nancy,Francois Monde (https://de.wikipedia.org/wiki/Fran%C3%A7ois_Modesto),../../ideas/ocr_mit_claude/0014.txt
216,4 Augusti 1780,1780-08-04,ROTHHAUS,4,"Mr. Pitzala de Milan, f. 5.","Mr. Pitzala de Milan,",Pitzala (https://de.wikipedia.org/wiki/Pitz_Alpine_Glacier_Trail https://de.wikipedia.org/wiki/Pitzal https://de.wikipedia.org/wiki/Pizzala),../../ideas/ocr_mit_claude/0014.txt
217,4 Augusti 1780,1780-08-04,ROTHHAUS,4,Probst von Biel. Mad. Blasius von Rastadt.,"Probst von Biel. Mad, Blasius von Rastadt","Probst (https://de.wikipedia.org/wiki/Probst https://de.wikipedia.org/wiki/Probstzella https://de.wikipedia.org/wiki/Probsteierhagen https://de.wikipedia.org/wiki/Probstheida https://de.wikipedia.org/wiki/Probst_(Familienname) https://de.wikipedia.org/wiki/Probsteizella https://de.wikipedia.org/wiki/Propsteier_Wald https://de.wikipedia.org/wiki/Probsthagen https://de.wikipedia.org/wiki/Probstei_(Region) https://de.wikipedia.org/wiki/Probst_Jesar_See), Blasius (https://de.wikipedia.org/wiki/Blasius https://de.wikipedia.org/wiki/Blasius_Spreng https://de.wikipedia.org/wiki/Blasiuskirche https://de.wikipedia.org/wiki/Blasius_H%C3%B6lzl https://de.wikipedia.org/wiki/Blasius_von_Sebaste https://de.wikipedia.org/wiki/Blasius_Bernauer https://de.wikipedia.org/wiki/Blasius_Kozenn https://de.wikipedia.org/wiki/Blasius_Merrem https://de.wikipedia.org/wiki/Blasius_Gerg https://de.wikipedia.org/wiki/Blasius_Alexander)",../../ideas/ocr_mit_claude/0014.txt
218,4 Augusti 1780,1780-08-04,HIRSCHEN,5,Hr. Leonhard Fornaro von Langensee.,Hr. Leonhard Fornaro von Langensee,,../../ideas/ocr_mit_claude/0014.txt
219,4 Augusti 1780,1780-08-04,HIRSCHEN,5,"Albrecht Neumann von Gloggau, f. 3.","Albrecht Neumann von Gloggau,",,../../ideas/ocr_mit_claude/0014.txt
220,4 Augusti 1780,1780-08-04,HIRSCHEN,5,Charles la Pierre de Copet f. 4.,Charles la Pierre de Copet,,../../ideas/ocr_mit_claude/0014.txt
221,4 Augusti 1780,1780-08-04,RAABEN,6,Mr. Horret von Toggen.,Mr. Horret von Toggen,Horret (https://de.wikipedia.org/wiki/Horrem_(Kerpen) https://de.wikipedia.org/wiki/Horressen https://de.wikipedia.org/wiki/Horrem_(Dormagen) https://de.wikipedia.org/wiki/Horrenbach_(Jagst) https://de.wikipedia.org/wiki/Horrenbach-Buchen https://de.wikipedia.org/wiki/Horrenbach_(Krautheim) https://de.wikipedia.org/wiki/Horrenbach_(Urft) https://de.wikipedia.org/wiki/Hornet_La_Frappe https://de.wikipedia.org/wiki/Horremer_M%C3%BChle https://de.wikipedia.org/wiki/Horsetail_Fall_(Yosemite)),../../ideas/ocr_mit_claude/0014.txt
222,4 Augusti 1780,1780-08-04,RAABEN,6,Jacob Chaam von Kirizen.,Jacob Chaam von Kirizen,Jacob Chaam (https://de.wikipedia.org/wiki/Jacob_Chamberlain),../../ideas/ocr_mit_claude/0014.txt
223,4 Augusti 1780,1780-08-04,RAABEN,6,Caspar Blässy von Glarus.,Caspar Blässy von Glarus,,../../ideas/ocr_mit_claude/0014.txt
224,4 Augusti 1780,1780-08-04,RAABEN,6,Georg Spring von Rothweil.,Georg Spring von Rothweil,Georg Spring (https://de.wikipedia.org/wiki/Georg_Springer_(Kulturmanager) https://de.wikipedia.org/wiki/Georg_Springer https://de.wikipedia.org/wiki/Georg_S%C3%B6ring https://de.wikipedia.org/wiki/George_Springer_(Mathematiker) https://de.wikipedia.org/wiki/Georg_F._Springer https://de.wikipedia.org/wiki/George_Springer),../../ideas/ocr_mit_claude/0014.txt
225,4 Augusti 1780,1780-08-04,RAABEN,6,Bernhard Künnold von Engern.,Bernhard Künnold von Engern,,../../ideas/ocr_mit_claude/0014.txt
226,4 Augusti 1780,1780-08-04,RAABEN,6,"2 Leipziger Fuhrleuth, 30 Pilger.",,,../../ideas/ocr_mit_claude/0014.txt
227,4 Augusti 1780,1780-08-04,LEUEN,7,"Hr. Maurer von Schaffhausen,",Hr. Maurer von Schaffhausen,Maurer (https://de.wikipedia.org/wiki/Maurer https://de.wikipedia.org/wiki/Maurer-Schema https://de.wikipedia.org/wiki/Maurer_(Familienname) https://de.wikipedia.org/wiki/Maurer_SE https://de.wikipedia.org/wiki/Maurer_Motorsport https://de.wikipedia.org/wiki/Maurerkelle https://de.wikipedia.org/wiki/Maurer_Rathauspark https://de.wikipedia.org/wiki/Maurer_Wald https://de.wikipedia.org/wiki/Maurerbach_(Gro%C3%9Fe_M%C3%BChl) https://de.wikipedia.org/wiki/Maurer-Union),../../ideas/ocr_mit_claude/0014.txt
228,4 Augusti 1780,1780-08-04,LEUEN,7,"Martin aus Böhmen,",Martin aus Böhmen,Martin (https://de.wikipedia.org/wiki/Martin https://de.wikipedia.org/wiki/Martin_Luther https://de.wikipedia.org/wiki/Martin_Luther_King https://de.wikipedia.org/wiki/Martin_Heidegger https://de.wikipedia.org/wiki/Martina_Hingis https://de.wikipedia.org/wiki/Martin_Schulz https://de.wikipedia.org/wiki/Martina_Navratilova https://de.wikipedia.org/wiki/Martin-Luther-Universit%C3%A4t_Halle-Wittenberg https://de.wikipedia.org/wiki/Martin_Suter https://de.wikipedia.org/wiki/Martin_Walser),../../ideas/ocr_mit_claude/0014.txt
229,4 Augusti 1780,1780-08-04,LEUEN,7,2 Landl. 3 Handw.,,,../../ideas/ocr_mit_claude/0014.txt
230,6 Augusti 1780,1780-08-06,SCHWERDT,1,Mr. Carlis de Modena.,Mr. Carlis de Modena,Carlis (https://de.wikipedia.org/wiki/Carlismus https://de.wikipedia.org/wiki/Carlisle https://de.wikipedia.org/wiki/Carlisle_Grounds https://de.wikipedia.org/wiki/Carlisle_(Pennsylvania) https://de.wikipedia.org/wiki/Carlisle_County https://de.wikipedia.org/wiki/Carlisle_(Iowa) https://de.wikipedia.org/wiki/Carlisle_(Ohio) https://de.wikipedia.org/wiki/Carlisle_(Massachusetts) https://de.wikipedia.org/wiki/Carlisle_Castle https://de.wikipedia.org/wiki/Carlisle_Floyd),../../ideas/ocr_mit_claude/0016.txt
231,6 Augusti 1780,1780-08-06,SCHWERDT,1,Hr. Blumer von Glarus.,Hr. Blumer von Glarus,Blumer (https://de.wikipedia.org/wiki/Blumer https://de.wikipedia.org/wiki/Blumerode https://de.wikipedia.org/wiki/Blumer_(Familie) https://de.wikipedia.org/wiki/Blumergraben https://de.wikipedia.org/wiki/Blumeray https://de.wikipedia.org/wiki/Blumer_Beck https://de.wikipedia.org/wiki/Blumerberg https://de.wikipedia.org/wiki/Blumer-Marcus https://de.wikipedia.org/wiki/Blumers https://de.wikipedia.org/wiki/Blumert),../../ideas/ocr_mit_claude/0016.txt
232,6 Augusti 1780,1780-08-06,SCHWERDT,1,Meisner von Görlitz in Sachsen f. 3.,Meisner von Görlitz in Sachsen,Meisner (https://de.wikipedia.org/wiki/Meisner https://de.wikipedia.org/wiki/Meisner-Technik https://de.wikipedia.org/wiki/Meister_Eder_und_sein_Pumuckl https://de.wikipedia.org/wiki/Meister_Eckhart https://de.wikipedia.org/wiki/Meissener_Porzellan https://de.wikipedia.org/wiki/Meister_Eder_und_sein_Pumuckl_(Fernsehserie) https://de.wikipedia.org/wiki/Meister https://de.wikipedia.org/wiki/Meisterstern https://de.wikipedia.org/wiki/Mei%C3%9Fner_Dom https://de.wikipedia.org/wiki/Mei%C3%9Fner_und_Mei%C3%9Fner_Vorland),../../ideas/ocr_mit_claude/0016.txt
233,6 Augusti 1780,1780-08-06,SCHWERDT,1,Hettlinger von Winterthur.,Hettlinger von Winterthur,Hettlinger (https://de.wikipedia.org/wiki/Hettlinger https://de.wikipedia.org/wiki/Hettlingen_ZH https://de.wikipedia.org/wiki/Hettlingen_(Wertingen) https://de.wikipedia.org/wiki/Hettinger_County https://de.wikipedia.org/wiki/Hetlinger_Schanze https://de.wikipedia.org/wiki/Hettlingen https://de.wikipedia.org/wiki/Hettinger https://de.wikipedia.org/wiki/Heitlinger https://de.wikipedia.org/wiki/Das_H%C3%BCttlinger),../../ideas/ocr_mit_claude/0016.txt
234,6 Augusti 1780,1780-08-06,SCHWERDT,1,Rainaldis Frerres. Mr. Pont de Lyon.,"Rainaldis Frerres, Mr. Pont de Lyon",", Pont de Lyon (https://de.wikipedia.org/wiki/Pont_de_Nyons) Pont (https://de.wikipedia.org/wiki/Pont https://de.wikipedia.org/wiki/Pontiac_Firebird https://de.wikipedia.org/wiki/Pontius_Pilatus https://de.wikipedia.org/wiki/Pontiac_GTO https://de.wikipedia.org/wiki/Pontonbr%C3%BCcke https://de.wikipedia.org/wiki/Pontosgriechen https://de.wikipedia.org/wiki/Pontoise https://de.wikipedia.org/wiki/Pontafelbahn https://de.wikipedia.org/wiki/Ponta_Delgada https://de.wikipedia.org/wiki/Pontiac_Grand_Prix)",../../ideas/ocr_mit_claude/0016.txt
235,6 Augusti 1780,1780-08-06,SCHWERDT,1,Rathsherr Schakini von Thun.,Rathsherr Schakini von Thun,,../../ideas/ocr_mit_claude/0016.txt
236,6 Augusti 1780,1780-08-06,SCHWERDT,1,"Gemuleus von Basel,",Gemuleus von Basel,Gemuleus (https://de.wikipedia.org/wiki/Gemuseus),../../ideas/ocr_mit_claude/0016.txt
