Visit_ID,Historical Date,Modern Date,Inn,Inn_ID,Visitor,Guest_ID,Filename
3302,30 Janvier 1781,1781-01-30,RAABEN,6,Jud Meyer von Hohen-Embs f. 5.,3302,4649047.txt
3303,30 Janvier 1781,1781-01-30,RAABEN,6,Georg Schärrer von Einfidlen f. 2.,3303,4649047.txt
3304,30 Janvier 1781,1781-01-30,RAABEN,6,1 Kutscher von Winterthur.,3304,4649047.txt
3305,30 Janvier 1781,1781-01-30,RAABEN,6,2 Landl.,3305,4649047.txt
3306,30 Janvier 1781,1781-01-30,LEUEN,7,Hr. Neuschwald von Biel. 3 Handw.,3306,4649047.txt
3307,30 Janvier 1781,1781-01-30,LEUEN,7,1 Holländischer Recroüt.,3307,4649047.txt
3308,30 Janvier 1781,1781-01-30,ROESSLI,8,Hr. Akermann von Hentschikon f. 2.,3308,4649047.txt
3309,30 Janvier 1781,1781-01-30,ROESSLI,8,1 Handw. 2 Landl.,3309,4649047.txt
3310,30 Janvier 1781,1781-01-30,SCHWANEN,9,7 Landl.,3310,4649047.txt
3311,31 Janvier 1781,1781-01-31,SCHWERDT,1,Mr. de Chanteau de Paris.,3311,4649049.txt
3312,31 Janvier 1781,1781-01-31,SCHWERDT,1,"Frey, Hr. Schnell von Basel.",3312,4649049.txt
3313,31 Janvier 1781,1781-01-31,SCHWERDT,1,Raths-herr Mäschly von Murj.,3313,4649049.txt
3314,31 Janvier 1781,1781-01-31,SCHWERDT,1,Doctor Körner aus Sachsen.,3314,4649049.txt
3315,31 Janvier 1781,1781-01-31,STORCHEN,2,"Hr. Conrad Hirzig von Büren,",3315,4649049.txt
3316,31 Janvier 1781,1781-01-31,STORCHEN,2,Georg Seiler von Triboldingen.,3316,4649049.txt
3317,31 Janvier 1781,1781-01-31,ADLER,3,Hr. Lieutenant Pfister von Klingnau f. 2.,3317,4649049.txt
3318,31 Janvier 1781,1781-01-31,ADLER,3,Joh. Merz von Kaysersheim f. 4.,3318,4649049.txt
3319,31 Janvier 1781,1781-01-31,ADLER,3,Heinrich Kreisel von Nassau Igstein.,3319,4649049.txt
3320,31 Janvier 1781,1781-01-31,ADLER,3,Conrad Göz von Neunforn.,3320,4649049.txt
3321,31 Janvier 1781,1781-01-31,ADLER,3,2 Handw.    2 Landl.,3321,4649049.txt
3322,31 Janvier 1781,1781-01-31,ROTHAUS,4,Mr. Salvador Pizzala de Milan f. 4.,3322,4649049.txt
3323,31 Janvier 1781,1781-01-31,ROTHAUS,4,Antoine Passanne di Lucarno.,3323,4649049.txt
3324,31 Janvier 1781,1781-01-31,ROTHAUS,4,Hr. Brix aus Böhmen.,3324,4649049.txt
3325,31 Janvier 1781,1781-01-31,ROTHAUS,4,Bottino von Langensee f. 2.,3325,4649049.txt
3326,31 Janvier 1781,1781-01-31,ROTHAUS,4,Joh. Wehrli von Entweilen.,3326,4649049.txt
3327,31 Janvier 1781,1781-01-31,ROTHAUS,4,Sandtner aus Tyrol f. 2.,3327,4649049.txt
3328,31 Janvier 1781,1781-01-31,ROTHAUS,4,13 Landl.,3328,4649049.txt
3329,31 Janvier 1781,1781-01-31,HIRSCHEN,5,Hr. Lang von Zofingen.,3329,4649049.txt
3330,31 Janvier 1781,1781-01-31,HIRSCHEN,5,Leonhard Fornaro von Langensee.,3330,4649049.txt
3331,31 Janvier 1781,1781-01-31,HIRSCHEN,5,7 Handw.    6 Landl.,3331,4649049.txt
3332,31 Janvier 1781,1781-01-31,RAABEN,6,Mr. Christoff Cassi di Bergamo f. 4.,3332,4649049.txt
3333,31 Janvier 1781,1781-01-31,RAABEN,6,Gebrüdere Levj von Hohen-Embs f. 4.,3333,4649049.txt
3334,31 Janvier 1781,1781-01-31,RAABEN,6,Jacob Diethelm von Weinfelden.,3334,4649049.txt
3335,31 Janvier 1781,1781-01-31,RAABEN,6,Arnold de Lorraine.,3335,4649049.txt
3336,31 Janvier 1781,1781-01-31,RAABEN,6,6 Leipziger Fuhrleuth.,3336,4649049.txt
3337,31 Janvier 1781,1781-01-31,RAABEN,6,4 Landl.    2 Handw.,3337,4649049.txt
3338,31 Janvier 1781,1781-01-31,LEUEN,7,1 Holländischer Recrut.,3338,4649049.txt
3339,31 Janvier 1781,1781-01-31,LEUEN,7,3 Handw.    2 Landl.,3339,4649049.txt
3340,31 Janvier 1781,1781-01-31,ROESSLI,8,Hr. Schindler von Glarus.,3340,4649049.txt
3341,31 Janvier 1781,1781-01-31,SCHWANEN,9,12 Landl.,3341,4649049.txt
3342,2 Fevrier 1781,1781-01-02,SCHWERDT,1,Ikr. Obervogt Balthasar von Griesenberg.,3342,4649053.txt
3343,2 Fevrier 1781,1781-01-02,SCHWERDT,1,Hr. Land-Ammann Gatschet von Frauenfeld.,3343,4649053.txt
3344,2 Fevrier 1781,1781-01-02,SCHWERDT,1,Mr. de Chanteau de Paris.,3344,4649053.txt
3345,2 Fevrier 1781,1781-01-02,SCHWERDT,1,Rigaud Avocat de Geneve.,3345,4649053.txt
3346,2 Fevrier 1781,1781-01-02,SCHWERDT,1,Doctor Körner aus Sachsen.,3346,4649053.txt
3347,2 Fevrier 1781,1781-01-02,SCHWERDT,1,Rudolph f. 3. von Zurzach.,3347,4649053.txt
3348,2 Fevrier 1781,1781-01-02,STORCHEN,2,Hr. Kühnhold von Nürnberg.,3348,4649053.txt
3349,2 Fevrier 1781,1781-01-02,ADLER,3,Hr. Joh. Jürg von Munterkingen f. 4.,3349,4649053.txt
3350,2 Fevrier 1781,1781-01-02,ADLER,3,Joh. Merz von Kaysersheim f. 6.,3350,4649053.txt
3351,2 Fevrier 1781,1781-01-02,ADLER,3,5 Handw.    2 Landl.,3351,4649053.txt
3352,2 Fevrier 1781,1781-01-02,ROTHAUS,4,Mr. Cottinj de Lombard.    Hr. Schmid v. Constanz.,3352,4649053.txt
3353,2 Fevrier 1781,1781-01-02,ROTHAUS,4,Felix Schmid von Büblikon.,3353,4649053.txt
3354,2 Fevrier 1781,1781-01-02,ROTHAUS,4,Jacob Lieb von Bischoffzell.,3354,4649053.txt
3355,2 Fevrier 1781,1781-01-02,ROTHAUS,4,Hr. Brix aus Böhmen.,3355,4649053.txt
3356,2 Fevrier 1781,1781-01-02,ROTHAUS,4,Elisabetha Krämerin von St. Gallen.,3356,4649053.txt
3357,2 Fevrier 1781,1781-01-02,ROTHAUS,4,3 Landl.,3357,4649053.txt
3358,2 Fevrier 1781,1781-01-02,HIRSCHEN,5,Hr. Leonhard Fornaro von Langensee.,3358,4649053.txt
3359,2 Fevrier 1781,1781-01-02,HIRSCHEN,5,13 Landl.,3359,4649053.txt
3360,2 Fevrier 1781,1781-01-02,RAABEN,6,Mr. Christoff Cassi di Bergamo f. 4.,3360,4649053.txt
3361,2 Fevrier 1781,1781-01-02,RAABEN,6,Christofero Levi von Hohen-Embs f. 4.,3361,4649053.txt
3362,2 Fevrier 1781,1781-01-02,RAABEN,6,Carl Horret v. Toggen.,3362,4649053.txt
3363,2 Fevrier 1781,1781-01-02,RAABEN,6,Laager f. 2.    Hr. Schönenberger von Glarus.,3363,4649053.txt
3364,2 Fevrier 1781,1781-01-02,RAABEN,6,Balthasar Rütimann von Guntelingen f. 2.,3364,4649053.txt
3365,2 Fevrier 1781,1781-01-02,RAABEN,6,Helena Straubin von Lachen.,3365,4649053.txt
3366,2 Fevrier 1781,1781-01-02,RAABEN,6,4 Handw.,3366,4649053.txt
3367,2 Fevrier 1781,1781-01-02,LEUEN,7,Jacob Bühlmann von Heffendorff f. 4.,3367,4649053.txt
3368,2 Fevrier 1781,1781-01-02,LEUEN,7,1 Holländischer Sergent.    & 6 Recrouten.,3368,4649053.txt
3369,2 Fevrier 1781,1781-01-02,LEUEN,7,2 Handw.    5 Landl.,3369,4649053.txt
3370,2 Fevrier 1781,1781-01-02,ROESSLI,8,Hr Berchtold aus Tyrol f. 2.,3370,4649053.txt
3371,2 Fevrier 1781,1781-01-02,ROESSLI,8,Schiess von Herisau.,3371,4649053.txt
3372,2 Fevrier 1781,1781-01-02,ROESSLI,8,Franz Wenk von Lachen.,3372,4649053.txt
3373,2 Fevrier 1781,1781-01-02,ROESSLI,8,Morell de Savoye.,3373,4649053.txt
3374,2 Fevrier 1781,1781-01-02,SCHWANEN,9,"Hr, Dappeler von Taegerfelden f. 3.",3374,4649053.txt
3375,2 Fevrier 1781,1781-01-02,SCHWANEN,9,1 Holländischer Sergent.    & 6 Recrouten.,3375,4649053.txt
3376,2 Fevrier 1781,1781-01-02,SCHWANEN,9,2 Landl.,3376,4649053.txt
3377,4 Fevrier 1781,1781-01-04,SCHWERDT,1,Mr. de Chanteau de Paris.,3377,4649055.txt
3378,4 Fevrier 1781,1781-01-04,SCHWERDT,1,Doctor Körner aus Sachsen.,3378,4649055.txt
3379,4 Fevrier 1781,1781-01-04,SCHWERDT,1,Redelmayer. Hr. Real von Regenfpurg.,3379,4649055.txt
3380,4 Fevrier 1781,1781-01-04,SCHWERDT,1,Ritz von St. Gallen.,3380,4649055.txt
3381,4 Fevrier 1781,1781-01-04,SCHWERDT,1,Bottmann von Lucern.,3381,4649055.txt
3382,4 Fevrier 1781,1781-01-04,STORCHEN,2,Hr. Beutler von Schongen.,3382,4649055.txt
3383,4 Fevrier 1781,1781-01-04,STORCHEN,2,2 Basler Fuhrmannen.,3383,4649055.txt
3384,4 Fevrier 1781,1781-01-04,STORCHEN,2,3 Handw.     9 Landl.,3384,4649055.txt
3385,4 Fevrier 1781,1781-01-04,ADLER,3,Hr. Joh. Jörg von Munterkingen f. 4.,3385,4649055.txt
3386,4 Fevrier 1781,1781-01-04,ADLER,3,Joh. Merz von Kaysersheim f. 6.,3386,4649055.txt
3387,4 Fevrier 1781,1781-01-04,ADLER,3,3 Handw.,3387,4649055.txt
3388,4 Fevrier 1781,1781-01-04,ROTHAUS,4,Mr. Cottinj de Lombard f. 3.,3388,4649055.txt
3389,4 Fevrier 1781,1781-01-04,ROTHAUS,4,Hr. Brix aus Böhmen.,3389,4649055.txt
3390,4 Fevrier 1781,1781-01-04,ROTHAUS,4,2 Muficanten aus dem Schwabenland.,3390,4649055.txt
3391,4 Fevrier 1781,1781-01-04,ROTHAUS,4,5 Landl.,3391,4649055.txt
3392,4 Fevrier 1781,1781-01-04,HIRSCHEN,5,Hr. Mich. Winckler v. Sehlettlingen. f. 3.,3392,4649055.txt
3393,4 Fevrier 1781,1781-01-04,HIRSCHEN,5,Payer von Bamberg f. 2. Mufic.,3393,4649055.txt
3394,4 Fevrier 1781,1781-01-04,HIRSCHEN,5,Criftian Dubois du Languedoc f. 5.,3394,4649055.txt
3395,4 Fevrier 1781,1781-01-04,HIRSCHEN,5,Jgfr. Gutin von Baaden.,3395,4649055.txt
3396,4 Fevrier 1781,1781-01-04,HIRSCHEN,5,3 Handw.     6 Landl.,3396,4649055.txt
3397,4 Fevrier 1781,1781-01-04,RAABEN,6,Mr. Chriftoff Caffi di Bergamo f. 4.,3397,4649055.txt
3398,4 Fevrier 1781,1781-01-04,RAABEN,6,Gebrüdere Levj von Hohen-Embs f. 4.,3398,4649055.txt
3399,4 Fevrier 1781,1781-01-04,RAABEN,6,Ein Landmann.,3399,4649055.txt
3400,4 Fevrier 1781,1781-01-04,LEUEN,7,1 Holländischer Sergent. & 4 Recrouten.,3400,4649055.txt
3401,4 Fevrier 1781,1781-01-04,LEUEN,7,11 Handw.     3 Landl.,3401,4649055.txt
3402,4 Fevrier 1781,1781-01-04,ROESSLI,8,Ein Flaweiler Fuhrmann.,3402,4649055.txt
3403,4 Fevrier 1781,1781-01-04,ROESSLI,8,4 Landl.     2 Handw.,3403,4649055.txt
3404,4 Fevrier 1781,1781-01-04,SCHWANEN,9,Hr. Anton Schmid von Hitzkirch.,3404,4649055.txt
3405,4 Fevrier 1781,1781-01-04,SCHWANEN,9,7 Landl.,3405,4649055.txt
3406,5 Fevrier 1781,1781-01-05,SCHWERDT,1,Mr. de Chanteau de Paris.,3406,4649057.txt
3407,5 Fevrier 1781,1781-01-05,SCHWERDT,1,Doctor Körner aus Sachsen.,3407,4649057.txt
3408,5 Fevrier 1781,1781-01-05,SCHWERDT,1,Redelmayer. Hr. Real von Regensburg.,3408,4649057.txt
3409,5 Fevrier 1781,1781-01-05,SCHWERDT,1,Ritz von St. Gallen.,3409,4649057.txt
3410,5 Fevrier 1781,1781-01-05,SCHWERDT,1,Camer-rath Schmidt von Tiengen f. 3.,3410,4649057.txt
3411,5 Fevrier 1781,1781-01-05,SCHWERDT,1,Lieut. von Haitz vom Kayserl. Regim. Berger.,3411,4649057.txt
3412,5 Fevrier 1781,1781-01-05,SCHWERDT,1,Brucker von Pfortzheim.,3412,4649057.txt
3413,5 Fevrier 1781,1781-01-05,SCHWERDT,1,Sekel-meister Mayer von Arbon.,3413,4649057.txt
3414,5 Fevrier 1781,1781-01-05,STORCHEN,2,Hr. Caspar Natter von Frauenfeld f. 2.,3414,4649057.txt
3415,5 Fevrier 1781,1781-01-05,STORCHEN,2,2 Basler Fuhrmannen.,3415,4649057.txt
3416,5 Fevrier 1781,1781-01-05,STORCHEN,2,2 Handw.,3416,4649057.txt
3417,5 Fevrier 1781,1781-01-05,ADLER,3,Hr. Joh. Merz von Kaysersheim f. 8.,3417,4649057.txt
3418,5 Fevrier 1781,1781-01-05,ADLER,3,3 Landl.,3418,4649057.txt
3419,5 Fevrier 1781,1781-01-05,ROTHAUS,11,Mr. Cottinj de Lombard f. 3.,3419,4649057.txt
3420,5 Fevrier 1781,1781-01-05,ROTHAUS,11,Franz Anton Becklj von Feldkirch.,3420,4649057.txt
3421,5 Fevrier 1781,1781-01-05,ROTHAUS,11,Peter Schwarzach von Altingen.,3421,4649057.txt
3422,5 Fevrier 1781,1781-01-05,ROTHAUS,11,Wolfgang Saurer aus Bayern f. 2.,3422,4649057.txt
3423,5 Fevrier 1781,1781-01-05,ROTHAUS,11,13 Landl.,3423,4649057.txt
3424,5 Fevrier 1781,1781-01-05,HIRSCHEN,5,Hr. Mich. Winckler v. Schlettlingen. f. 3.,3424,4649057.txt
3425,5 Fevrier 1781,1781-01-05,HIRSCHEN,5,Payer von Bamberg f. 2. Muse.,3425,4649057.txt
3426,5 Fevrier 1781,1781-01-05,HIRSCHEN,5,Cristian Dubois du Languedoc f. 3.,3426,4649057.txt
3427,5 Fevrier 1781,1781-01-05,HIRSCHEN,5,Joseph Preisli von Grünstadt f. 6.,3427,4649057.txt
3428,5 Fevrier 1781,1781-01-05,HIRSCHEN,5,Math. Frey von Strasburg f. 2.,3428,4649057.txt
3429,5 Fevrier 1781,1781-01-05,HIRSCHEN,5,3 Handw.       7 Landl.,3429,4649057.txt
3430,5 Fevrier 1781,1781-01-05,RAABEN,6,Mr. Christoff Cassi di Bergamo f. 4.,3430,4649057.txt
3431,5 Fevrier 1781,1781-01-05,RAABEN,6,Gebrüdere Levi von Hohen-Embs f. 4.,3431,4649057.txt
3432,5 Fevrier 1781,1781-01-05,RAABEN,6,Gebrüdere Bell von Lucern.,3432,4649057.txt
3433,5 Fevrier 1781,1781-01-05,LEUEN,7,Hr. Zacharellj von Augstahl.,3433,4649057.txt
3434,5 Fevrier 1781,1781-01-05,LEUEN,7,Susanna Jacobin aus dem Elsaß.,3434,4649057.txt
3435,5 Fevrier 1781,1781-01-05,LEUEN,7,5 Handw.       3 Landl.,3435,4649057.txt
3436,5 Fevrier 1781,1781-01-05,ROESSLI,8,Hr. Meurer von Lohr.,3436,4649057.txt
3437,5 Fevrier 1781,1781-01-05,ROESSLI,8,Ein Frankfuhrter Fuhrmann. f. 2.,3437,4649057.txt
3438,5 Fevrier 1781,1781-01-05,ROESSLI,8,Ein Landmann.,3438,4649057.txt
3439,5 Fevrier 1781,1781-01-05,SCHWANEN,9,3 Landl.,3439,4649057.txt
3440,6 Fevrer 1781,1781-01-06,SCHWERDT,1,Mr. Le Ministre Gille. Mr. Gachard de Geneve.,3440,4649059.txt
3441,6 Fevrer 1781,1781-01-06,SCHWERDT,1,Gwinner von Venedig.,3441,4649059.txt
3442,6 Fevrer 1781,1781-01-06,SCHWERDT,1,Gürter von Basel.,3442,4649059.txt
3443,6 Fevrer 1781,1781-01-06,SCHWERDT,1,Einsidler von Schwäbisch-Gmünd.,3443,4649059.txt
3444,6 Fevrer 1781,1781-01-06,SCHWERDT,1,Regierungs Ht. Real von Regenspurg.,3444,4649059.txt
3445,6 Fevrer 1781,1781-01-06,SCHWERDT,1,Brucker von Pforzheim.,3445,4649059.txt
3446,6 Fevrer 1781,1781-01-06,SCHWERDT,1,Sekel-meister Mayer von Arbon.,3446,4649059.txt
3447,6 Fevrer 1781,1781-01-06,STORCHEN,2,Hr. Martin Hermann von Tübingen.,3447,4649059.txt
3448,6 Fevrer 1781,1781-01-06,ADLER,3,Hr. Joh. Merz von Kaysersheim f. 8.,3448,4649059.txt
3449,6 Fevrer 1781,1781-01-06,ADLER,3,Bischoff. Frau Fosterin von Schafhausen.,3449,4649059.txt
3450,6 Fevrer 1781,1781-01-06,ROTHAUS,4,Mr. Cottinj de Lombard f. 3.,3450,4649059.txt
3451,6 Fevrer 1781,1781-01-06,ROTHAUS,4,Wolffgang Saurer aus Bayern f. 2.,3451,4649059.txt
3452,6 Fevrer 1781,1781-01-06,ROTHAUS,4,Hr. Brix aus Böhmen.,3452,4649059.txt
3453,6 Fevrer 1781,1781-01-06,ROTHAUS,4,3 Landl.,3453,4649059.txt
3454,6 Fevrer 1781,1781-01-06,HIRSCHEN,5,Hr. Mich. Winckler v. Schlettingen. f. 3.,3454,4649059.txt
3455,6 Fevrer 1781,1781-01-06,HIRSCHEN,5,Cristian Dubois du Languedoc f. 5.,3455,4649059.txt
3456,6 Fevrer 1781,1781-01-06,HIRSCHEN,5,Joseph Preüss von Grünstadt f. 10. Muf.,3456,4649059.txt
3457,6 Fevrer 1781,1781-01-06,HIRSCHEN,5,5 Landl.,3457,4649059.txt
3458,6 Fevrer 1781,1781-01-06,RAABEN,6,Mr. Christoff Cassi di Bergamo f. 4.,3458,4649059.txt
3459,6 Fevrer 1781,1781-01-06,RAABEN,6,Gebrüdere Levi von Hohen-Embs f. 4.,3459,4649059.txt
3460,6 Fevrer 1781,1781-01-06,RAABEN,6,Gebrüdere Bell von Lucern.,3460,4649059.txt
3461,6 Fevrer 1781,1781-01-06,RAABEN,6,Sulzer von Winterthur.,3461,4649059.txt
3462,6 Fevrer 1781,1781-01-06,RAABEN,6,Land-ammann Bruj von Lachen.,3462,4649059.txt
3463,6 Fevrer 1781,1781-01-06,RAABEN,6,Windler von Stein.,3463,4649059.txt
3464,6 Fevrer 1781,1781-01-06,RAABEN,6,Jud Hirschel von Endigen f. 2.,3464,4649059.txt
3465,6 Fevrer 1781,1781-01-06,LEUEN,7,Susanna Jacobin aus dem Elsaß.,3465,4649059.txt
3466,6 Fevrer 1781,1781-01-06,LEUEN,7,1 Holländischer Sergent. & 4 Recrouten.,3466,4649059.txt
3467,6 Fevrer 1781,1781-01-06,LEUEN,7,3 Handw. 2 Landl.,3467,4649059.txt
3468,6 Fevrer 1781,1781-01-06,ROESSLI,8,Hr. Meyer von Lohr.,3468,4649059.txt
3469,6 Fevrer 1781,1781-01-06,ROESSLI,8,Gutroff von Neuburg.,3469,4649059.txt
3470,6 Fevrer 1781,1781-01-06,ROESSLI,8,Ein Frankfuhrter Fuhrmann. f. 2.,3470,4649059.txt
3471,6 Fevrer 1781,1781-01-06,SCHWANEN,9,2 Landl.,3471,4649059.txt
3472,7 Fevrier 1781,1781-01-07,SCHWERDT,1,Mr. Le Ministre Gasse. Mr. Gachard de Geneve.,3472,4649061.txt
3473,7 Fevrier 1781,1781-01-07,SCHWERDT,1,Gwinner von Venedig.,3473,4649061.txt
3474,7 Fevrier 1781,1781-01-07,SCHWERDT,1,Gürtler von Basel.,3474,4649061.txt
3475,7 Fevrier 1781,1781-01-07,SCHWERDT,1,Bindler von Schwäbisch-Gmünd.,3475,4649061.txt
3476,7 Fevrier 1781,1781-01-07,SCHWERDT,1,Redelmayer. Hr. Real von Regensburg.,3476,4649061.txt
3477,7 Fevrier 1781,1781-01-07,SCHWERDT,1,Brucker von Pfortzheim.,3477,4649061.txt
3478,7 Fevrier 1781,1781-01-07,SCHWERDT,1,Sekel-meister Mayer von Arbon.,3478,4649061.txt
3479,7 Fevrier 1781,1781-01-07,SCHWERDT,1,de Michel Mayor en France.,3479,4649061.txt
3480,7 Fevrier 1781,1781-01-07,SCHWERDT,1,Schultheiss Fehr von Frauenfeld.,3480,4649061.txt
3481,7 Fevrier 1781,1781-01-07,SCHWERDT,1,Hugard und Sohn von Strassburg.,3481,4649061.txt
3482,7 Fevrier 1781,1781-01-07,SCHWERDT,1,Böhm Regim. Feldschärer vom Regim. v. Muralt.,3482,4649061.txt
3483,7 Fevrier 1781,1781-01-07,STORCHEN,2,6. Handw.,3483,4649061.txt
3484,7 Fevrier 1781,1781-01-07,ADLER,3,Hr. Joh. Merz von Kaysersheim f. 8.,3484,4649061.txt
3485,7 Fevrier 1781,1781-01-07,ADLER,3,Frau Folterin von Schaffhausen.,3485,4649061.txt
3486,7 Fevrier 1781,1781-01-07,ADLER,3,1 Handw.          3 Landl.,3486,4649061.txt
3487,7 Fevrier 1781,1781-01-07,ROTHAUS,4,Mr. Cottinj de Lombard f. 3.,3487,4649061.txt
3488,7 Fevrier 1781,1781-01-07,ROTHAUS,4,Hr. Brix aus Böhmen.,3488,4649061.txt
3489,7 Fevrier 1781,1781-01-07,ROTHAUS,4,11 Landl.,3489,4649061.txt
3490,7 Fevrier 1781,1781-01-07,HIRSCHEN,5,Hr. Mich. Winckler v. Schlettingen. f. 3.,3490,4649061.txt
3491,7 Fevrier 1781,1781-01-07,HIRSCHEN,5,Critian Dubois du Languedoc f. 5.,3491,4649061.txt
3492,7 Fevrier 1781,1781-01-07,HIRSCHEN,5,Joseph Preüss von Grünstadt f. 10. Muf.,3492,4649061.txt
3493,7 Fevrier 1781,1781-01-07,HIRSCHEN,5,Hirt von Zurzach.,3493,4649061.txt
3494,7 Fevrier 1781,1781-01-07,HIRSCHEN,5,Winsch aus Böhmen.,3494,4649061.txt
3495,7 Fevrier 1781,1781-01-07,HIRSCHEN,5,Bühler aus dem Schwarz-wald.,3495,4649061.txt
3496,7 Fevrier 1781,1781-01-07,HIRSCHEN,5,2 Handw.       4 Landl.,3496,4649061.txt
3497,7 Fevrier 1781,1781-01-07,RAABEN,6,Mr. Christoff Cotti di Bergamo f. 4.,3497,4649061.txt
3498,7 Fevrier 1781,1781-01-07,RAABEN,6,Gebrüdere Levi von Hohen-Embs f. 4.,3498,4649061.txt
3499,7 Fevrier 1781,1781-01-07,RAABEN,6,Gebrüdere Bell von Lucern.,3499,4649061.txt
3500,7 Fevrier 1781,1781-01-07,RAABEN,6,Sulzer von Winterthur.,3500,4649061.txt
3501,7 Fevrier 1781,1781-01-07,RAABEN,6,Windler von Stein.,3501,4649061.txt
3502,7 Fevrier 1781,1781-01-07,RAABEN,6,5 Landl.,3502,4649061.txt
3503,7 Fevrier 1781,1781-01-07,LEUEN,7,1 Holländischer Sergent. & 9 Recrouten.,3503,4649061.txt
3504,7 Fevrier 1781,1781-01-07,LEUEN,7,2 Handw.       5 Landl.,3504,4649061.txt
3505,7 Fevrier 1781,1781-01-07,ROESSLI,8,Ein Frankfurther Fuhrmann. f. 2.,3505,4649061.txt
3506,7 Fevrier 1781,1781-01-07,SCHWANEN,9,Hr. Joh. Schmid von Hizkirch f. 3.,3506,4649061.txt
3507,7 Fevrier 1781,1781-01-07,SCHWANEN,9,Joseph Kramer von St. Gallen.,3507,4649061.txt
3508,7 Fevrer 1781,1781-01-07,SCHWERDT,1,Mr. Le Ministre Gasse. Mr. Gachard de Geneve.,3508,4649063.txt
3509,7 Fevrer 1781,1781-01-07,SCHWERDT,1,Gwinner von Venedig.,3509,4649063.txt
3510,7 Fevrer 1781,1781-01-07,SCHWERDT,1,Gürtler von Basel.,3510,4649063.txt
3511,7 Fevrer 1781,1781-01-07,SCHWERDT,1,Redelmayer. Hr. Real von Regenspurg.,3511,4649063.txt
3512,7 Fevrer 1781,1781-01-07,SCHWERDT,1,Sekel-meister Mayer von Arbon.,3512,4649063.txt
3513,7 Fevrer 1781,1781-01-07,SCHWERDT,1,de Michel Mayor en France.,3513,4649063.txt
3514,7 Fevrer 1781,1781-01-07,SCHWERDT,1,Schultheiss Fehr von Frauenfeld.,3514,4649063.txt
3515,7 Fevrer 1781,1781-01-07,SCHWERDT,1,Hugard und Sohn von Strasburg.,3515,4649063.txt
3516,7 Fevrer 1781,1781-01-07,SCHWERDT,1,Böhm Regim. Feldwaibel vom Regim. v. Muralt.,3516,4649063.txt
3517,7 Fevrer 1781,1781-01-07,SCHWERDT,1,Sulzer. Hr. Ernst. Hr. Hegner. u. Frau v. Winterthur,3517,4649063.txt
3518,7 Fevrer 1781,1781-01-07,SCHWERDT,1,Caspar Werther v. Zug. f. 2,3518,4649063.txt
3519,7 Fevrer 1781,1781-01-07,STORCHEN,2,Hr. Franz Schmid. aus Entlibuch.,3519,4649063.txt
3520,7 Fevrer 1781,1781-01-07,STORCHEN,2,Caspar Hirzel von Dietikon.,3520,4649063.txt
3521,7 Fevrer 1781,1781-01-07,STORCHEN,2,4 Handw.         26 Schwaben.,3521,4649063.txt
3522,7 Fevrer 1781,1781-01-07,ADLER,3,Hr. Merz von Keysersheim f. 8.,3522,4649063.txt
3523,7 Fevrer 1781,1781-01-07,ADLER,3,Michel Meyer von Winterlingen.,3523,4649063.txt
3524,7 Fevrer 1781,1781-01-07,ADLER,3,Frau Fosterin von Scheffhausen.,3524,4649063.txt
3525,7 Fevrer 1781,1781-01-07,ADLER,3,17 Schwaben.         6 Landl.,3525,4649063.txt
3526,7 Fevrer 1781,1781-01-07,ROTHAUS,4,Mr. Cottinj de Lombard f. 3.,3526,4649063.txt
3527,7 Fevrer 1781,1781-01-07,ROTHAUS,4,Hr. Brix aus Böhmen.,3527,4649063.txt
3528,7 Fevrer 1781,1781-01-07,ROTHAUS,4,Jacob Haemmerij von Lenzburg.,3528,4649063.txt
3529,7 Fevrer 1781,1781-01-07,ROTHAUS,4,Jacob Scherzinger von Utweil.,3529,4649063.txt
3530,7 Fevrer 1781,1781-01-07,ROTHAUS,4,Ursula Büchlj v. Bözberg.,3530,4649063.txt
3531,7 Fevrer 1781,1781-01-07,ROTHAUS,4,4 Landl.         4 Handw.         4 Schwab.,3531,4649063.txt
3532,7 Fevrer 1781,1781-01-07,HIRSCHEN,5,Hr. Bader v. Schaffhausen.,3532,4649063.txt
3533,7 Fevrer 1781,1781-01-07,HIRSCHEN,5,Joseph Preüssl von Grünstadt f. 10. Mil.,3533,4649063.txt
3534,7 Fevrer 1781,1781-01-07,HIRSCHEN,5,Hirt von Zurzach.,3534,4649063.txt
3535,7 Fevrer 1781,1781-01-07,HIRSCHEN,5,Andreas Hausler v. Wattweil.,3535,4649063.txt
3536,7 Fevrer 1781,1781-01-07,HIRSCHEN,5,Jgfr. Gutin von Baden.,3536,4649063.txt
3537,7 Fevrer 1781,1781-01-07,HIRSCHEN,5,13 Schwab.         2 Handw.         4 Landl.,3537,4649063.txt
3538,7 Fevrer 1781,1781-01-07,RAABEN,6,Mr. Christoff Cassi di Bergamo f. 4.         Mr. Gilbert de Metz.,3538,4649063.txt
3539,7 Fevrer 1781,1781-01-07,RAABEN,6,Meinrad Wattenhofer f. 5 von Lachen.,3539,4649063.txt
3540,7 Fevrer 1781,1781-01-07,RAABEN,6,Gebrüdere Levj von Hohen-Embs f. 4.,3540,4649063.txt
3541,7 Fevrer 1781,1781-01-07,RAABEN,6,16 Landl.         2 Handw.,3541,4649063.txt
